id,is_iceberg
f2ee6d7f,0.7639177
e1f9c0e4,0.8544284
8e40401c,0.5640174
5d9eaba2,0.655562
55e7562c,0.0060476363
9da6cb4b,7.384975e-10
c3c1c8ec,4.5742446e-14
3b38698e,2.8915527e-05
6c9eb909,0.055638134
482a3d1d,0.5179481
0e9918f0,0.5981779
ef894fd2,1.3388884e-11
4b82e7f7,0.9029677
b9cdd7fb,2.6061052e-08
94a496f4,0.730165
995eacae,0.7330507
41b02e58,0.8304889
69f04617,0.730847
c889a03c,0.8035686
91f98acf,0.6451529
9135c19f,0.64903045
1f0e9c09,3.434521e-07
260d6e8e,0.7843208
46334397,1.2936042e-05
f34ddf31,0.0022873282
4d6177d7,0.50070107
76a57270,0.62338173
217b8cea,0.068463504
9a45a566,1.0
1b55c75e,6.8888237e-09
7bd92ec6,0.26765195
6c409f41,0.6047341
df3e48eb,0.005014926
62723e57,3.5173464e-09
b8e627bf,0.3198238
86bb5d85,0.008414954
77e5034c,0.25658685
607079e5,0.71388453
96879fb4,0.016599774
6afe606d,0.39238092
4129802f,0.6251861
a42300ef,0.5638626
1af842f5,0.18955272
3fe57d78,0.67209244
f4e60ed5,0.54305786
68c8337b,0.29060084
914ed5b5,0.051748484
a6bb5987,0.54562855
c781c439,0.7609867
47a1a25e,0.010740548
80ea0713,0.58957493
a9d001bc,0.0014285147
f94d098a,0.0030789077
3e230e0e,0.4334821
24afa485,0.6270274
bc37db7f,0.59928787
83f99e4d,1.5320555e-05
1a8d86f7,0.011305571
38136419,0.4854382
d393e637,0.7402144
36902570,0.8254504
327f7b25,0.8621614
3f8543c6,0.9833133
a0d42a70,0.4850704
e07ba430,0.5433369
c6e53803,0.7540946
fec4dad8,0.3194765
933fc5ba,0.6164159
c27eda4e,0.8968133
9b94d2c2,0.0003053844
a2dbdb31,0.016936421
816258dd,0.4553515
81f11218,0.8610593
c4bd9d04,0.89623857
c6ce9bf9,0.0066734552
a7b3cc29,4.9263865e-05
527870bf,0.59071124
9af26068,0.9174895
0b591e70,0.7677108
2b1e57c5,0.091783404
194db786,0.59522915
e09ba644,0.92768896
fa2ed3e5,0.72843957
1ba92726,0.052061588
8c8f45b4,3.4196625e-11
f8889f44,0.94011474
598e255b,0.07044977
45f1aa7a,0.114102066
022956a3,0.00017166138
d406064d,0.6957598
76617947,5.3479026e-15
d0e5dccb,0.8973436
33271da6,0.31218737
0840e2b1,0.28964546
521a9f4d,0.49410492
7286b1dc,0.7265546
5b6acc2d,0.9137497
e034cd34,1.3507162e-10
46577660,0.017303526
bb4d6f24,0.76193327
bfc7a3f2,0.61218137
abc66be8,0.06392801
3627189f,0.9457834
e49a77f6,0.858499
a209d7ee,0.7366414
dee69cf6,0.5183394
9a6261a0,0.29925108
a8e444c6,7.085801e-09
a6a66a28,0.8108792
db7022ff,0.0049797595
0dfb45d9,0.72194993
81c983aa,5.0579754e-05
a98fb5e1,0.7765225
99e004d7,0.99334055
d16e5fbb,0.32544446
3c352f9e,0.09466809
12202699,0.17067438
86af0236,0.5639923
f3703e6f,0.2521248
4a71dc34,0.72501963
321edcdc,0.4271319
e365a657,0.9999659
45755c9c,0.008496642
873b0829,0.97383237
72ccd009,0.18840516
205243d9,0.55011886
d9202f36,0.028374225
9d0c30b0,0.2948768
56644ace,0.101899564
c63f527f,0.8122573
bb84b9bd,0.5893408
6f68caf0,0.6463897
8492119b,2.3308543e-12
71bde48d,0.77141064
d2d6e2ba,0.50869566
6f4b309c,0.85691917
b3cc5ba3,0.8876303
fee39547,0.5934123
4893137a,0.7453424
e283c4c4,0.50698835
25bac62b,0.49414945
8fd88dd6,5.5868437e-05
b48c104e,0.7888093
221d500b,0.5105319
8f0de087,0.00011049688
32342e03,0.018143445
a8da99d8,0.75681716
93203755,0.64244664
d3c88528,0.7619102
0d7a17b3,0.0025664866
bd72f5ec,0.95916414
e953c0fd,0.8983916
e730b6c6,0.77603817
c086033a,0.019471169
a521d303,0.00115785
b023957a,0.9117963
3e0f04e8,0.8560056
60647cba,9.5415995e-11
2f5c43a8,0.41116422
b54ba69b,0.7092048
eac962ff,0.6281932
7e2a3763,0.0008044243
9362d863,0.08170265
8f1b833c,0.60467803
79727ff5,0.004406959
62614c75,0.5623912
75a03adf,0.9535047
cf138392,0.7109455
bf467a96,0.0015386939
c8b34651,0.66721255
105a5c54,3.860615e-05
bf6de75c,0.14585093
060702c8,0.66972405
921bad2c,0.59902275
e0d17eb0,0.41125828
9a3825c9,0.60455745
8eda717f,0.00026857853
78906e0c,0.9568336
c60100ad,0.47912216
90a72a52,0.92942
d80e4ed4,0.6196025
339cd0d2,0.0009840131
d99de899,0.6028102
357e20d1,0.47329098
a4d190da,0.20172864
bd226217,0.90095305
476e2771,0.7234502
4e483506,0.61143607
f70ea081,0.6880145
4645e56f,0.8245623
e6d05940,0.36433783
f8b3c6af,0.49622604
c89d6aad,0.92511415
0cb57f6e,0.721877
86a4be46,0.30024958
75e62d7e,0.99936557
ebc36374,0.19569772
0ebcb731,0.008769423
24d000c5,0.97013044
f3c9a4f6,0.79714906
1bc59730,0.0014562905
47ea0bff,0.4446383
cdeccfdd,5.0384628e-05
15e09a1d,0.41347814
00652788,0.5398968
23649c84,0.14323333
91188a77,0.001198858
eaca8580,0.9485001
4ce9daeb,0.55124587
d4220673,0.23313105
b6a87aef,0.8231418
8333ebed,0.78037345
950a3453,0.9966241
7074f6c9,0.6646688
98a02caf,0.027885288
59c8d2b3,0.8269671
d99d13bd,0.68328
de86f1cf,0.8979743
8f4b1985,0.79724437
a7779b04,0.6130465
2caeab11,0.17555535
16aeea7c,0.29488164
b9d19ab9,0.6113585
29c5d2fd,0.8475
efcefa55,0.54445374
099161c3,0.59272546
12b49195,0.99995637
96a1ce13,0.71336424
67964b4f,0.9999874
b61c605c,0.02233535
bcfc0f16,0.08012754
bf0cb956,8.362501e-09
12f6aa7d,0.44003588
f36f3a0c,0.9985862
83490492,0.29832363
e3b62b60,0.22249106
20b27d66,0.8885344
25c3ce93,0.6294421
67a2ff0b,0.55549616
9b2d3c1a,0.65426433
8ad51f7d,1.6773619e-06
14137b57,0.8422421
9ea5aa79,0.00013363361
5ea1d2dd,0.02169475
979c867e,0.48808223
7ea1e1b6,0.7992114
d65520ba,0.8735465
765ad2e2,0.27831253
d2957326,0.5208324
24349e24,0.5834737
fd8a2ae3,0.04772854
b282d98e,0.59985787
3eaa7a61,0.0037864447
16533dd4,0.93308365
4adb68d7,0.8330262
565005b9,0.1395945
51d86e0c,0.74060494
30635642,0.00083115697
d9480a60,1.0
b2647128,0.15858123
20478c55,0.6885435
caa0d105,0.19897479
474f4534,0.2643448
d51e3867,0.5671028
e5d1bba7,0.3927831
e7000b2a,6.343475e-05
78f06b79,0.6385888
8a9f4bee,0.6747136
3d716bbe,0.7474082
6e1ddef1,0.0015241802
9826f39a,0.01921919
3fdc82f7,0.4992746
31f013c3,0.47446948
97a9df6d,0.83435667
10e65294,0.42089823
0bdca1a5,0.097411305
374037fa,0.27892387
1d1a0cec,0.74968207
d415c5ad,0.23683572
ced1306d,6.387002e-08
f43497f3,0.11780271
ffd13a9e,0.5467114
6f67148e,0.98776877
be322b68,0.956744
af209b44,0.00047272444
69b53a4a,0.5655241
4c085180,0.019394875
608cea18,0.86854887
f8bebbfd,0.4670463
ae16855d,9.051187e-08
dfc700b3,0.25908604
e3bdd9ac,0.43540287
87a8ea20,0.006734222
3c3da9aa,0.8266944
76c882d6,0.0007586479
9e429645,0.6370712
7dc9c990,6.0171124e-07
f38d53ef,0.13624105
e1785b6e,0.0005105734
80c673fb,0.6075547
a8b8c20b,0.51407605
6a1ff150,0.4834997
2f68d4fe,0.8475652
c462ec65,0.9576998
c374d5c4,0.84818906
d20769b3,0.47806868
c467fe4d,0.00019866228
1356229e,0.42118233
b1532127,0.99742794
3777ee22,0.9378431
4ba6023f,0.8133503
08504ae6,0.1555013
5e0b4cc5,0.119442075
249a0c1f,0.76089746
24b3497f,0.7224502
9edcf494,0.19512576
53297290,0.22422561
6d3a269e,0.5452013
1b0d38fc,7.634908e-06
02747427,0.17502156
38867253,0.6216985
c392dbd0,0.6804792
8939734c,3.881817e-09
097ba3af,5.284739e-12
30f0f835,0.13020828
bdab1bcf,0.64024544
1070a984,0.7045181
c41b8a90,0.68289864
86a3b5cc,0.20820817
d0a3719e,0.76895106
b1a8067b,0.33450386
911bc6aa,0.71149576
67a2d0ac,0.9643001
11447262,0.28791276
12fd1375,5.0947634e-05
f2898538,0.12047869
0e7355e2,0.00018846989
bc2c87c8,0.9304952
94001156,0.0019886792
d5855224,0.22374305
a3c1a552,0.36843264
edcf54fa,0.07243949
a28b90eb,0.5942525
63cd028f,0.00060361624
dbc79657,0.044341832
bc856bf1,0.6364846
c7e25a70,0.49027765
9771b119,6.7532346e-06
836db0d9,0.008822441
f5685d3e,0.4932541
bb04299d,0.6204463
163a9d23,0.851099
5283c614,3.9145096e-09
2276d5d8,0.36972016
ccb77e34,0.99011457
d4a75bf3,0.8204888
e15f46ea,0.95685977
992a45ba,0.038645625
056e7768,1.9757545e-11
a1dc016b,0.7876146
38db82cd,0.0019114316
3295f3ae,0.0026721358
a6ff3660,0.69869447
5981b799,0.80126786
2636d79d,0.99859816
7a8521e2,3.4048194e-06
9b53021d,0.0043002665
0a37be18,0.7765527
a8676e55,0.7416354
3488b8fc,0.13783976
b86d4006,0.5395987
33888635,0.9447684
aa9ca5f9,0.37683928
08faf0f6,3.7020486e-06
5320cd26,0.0006364286
2c57fdaa,0.389146
d467ce62,0.866531
888a568e,0.646106
88d6c838,0.6993852
8f138517,0.7037875
e1108dc0,9.2936e-08
9e9cd6c9,0.0004515946
ab893af4,0.00010444528
4d4b30ba,0.6099601
7ce15e26,0.9355188
dbc45500,0.0009939075
6a0cde3f,0.8457642
2658014c,0.40317342
08d20604,6.957549e-05
03c83dc9,0.35656488
d741ccd1,0.02518025
992d48b6,1.7065807e-09
b1ea3253,0.5300037
da379e69,0.7032419
73b429af,0.74698526
2aefe712,0.854512
1e3634f9,0.83224833
069ee09e,0.08222395
a7970f81,2.2899514e-05
23084d2e,9.033285e-08
ac57710a,0.54375464
02553267,0.4500258
0971c6c7,0.033661127
cdb7f1fe,0.72152764
d3af3f60,0.43478155
59daf44b,0.37972468
c2169934,0.84188306
da03b56e,0.6599171
474ea404,0.4757075
f686cdc4,0.112344265
f865b354,0.14439863
106df554,0.4786811
e5637171,0.95963705
cba8985c,0.08962077
cc09c9ce,0.6183112
0b85b33f,0.5507694
92f20625,0.740703
6b1379dd,0.84506154
ed2b1df1,0.0010138452
325124e4,0.008361131
7455c944,0.9460349
fd68ccc1,0.90081537
8df9100d,0.5585945
c406df9b,0.060605794
4978870c,1.6439933e-10
383f95d6,0.07409254
aba96bbf,1.5090169e-05
6bba66b4,0.6922197
b86fa0c9,0.2963981
a2abc369,0.8865055
0b40c014,0.0003374517
d45add48,0.7597047
00193999,0.6559886
c2f1b710,0.6213479
53750c72,0.0049730837
3137ef1d,0.5340715
bc6b8e2a,0.18498328
7cb546c6,0.94212055
d59a2349,0.9999989
04d04b9a,0.84353423
05ac1343,0.21488813
2917895f,0.008897215
342a1d01,0.58409625
78309e4b,0.64268553
5c1a5aba,4.478149e-05
fae57f79,0.0021840334
23821d71,0.49367246
5780b19d,1.9861895e-08
11c67865,0.46184516
8564f114,0.82114464
ec7d0fdd,0.74567413
9a0446b8,0.008844733
5f5da69d,0.19933799
7a11839b,0.41904604
763c9bbf,1.8088066e-10
15a7b5c5,0.0048556924
e9c7e251,0.043102473
2555c207,0.21207929
ec8d9784,1.7525286e-08
08fd9d10,0.16535261
9504ae29,0.007021934
0b91a24d,0.45149735
e62e6cfe,0.5455088
5d1291bb,0.8632654
b3c1f2e7,0.5604192
c6a8db21,0.24239698
f2c137fd,0.2511044
b61e8155,0.100489914
45b9ee35,0.3326881
8fe9c49b,0.97918147
b98ceb09,9.2613945e-08
70c4a435,0.102387756
d953d111,0.7586539
da7de86e,0.6522852
519f8611,0.7098566
75eefdc3,0.5562095
62412092,0.0018160641
de8ec010,0.2997547
ee6121f8,0.6635616
412b66e0,0.3799503
7405c131,0.5975287
efff4306,0.8575164
5658d679,0.0007981956
617f88fc,0.0019584894
a120100b,0.00020238757
0971369e,0.4802549
83f7fe7b,0.48610508
12437da1,1.25731e-09
8e7f96a5,0.12522182
a08237de,0.00029838085
a013bd6f,0.07274166
c6fdd404,0.51288545
317e2af4,0.25912884
dd9878c0,0.68533677
42e76a51,0.9188202
022f77e3,0.3518364
cada3682,0.83755445
53074f1f,0.96635985
e6c19679,0.39841956
dfb69b8b,0.0028745532
e1572941,0.9995794
8d549cd2,0.029428214
6913594d,0.58868086
6e528fd6,0.95458555
c8b037c7,0.0050210953
c3b6c880,0.7037808
9684ac04,1.6543296e-06
6d974acc,0.19826895
57b10462,0.23248962
b2373298,0.0066815317
8e946e10,0.44517818
6acee7de,0.38625723
8ad7cc2f,1.08925516e-13
8e6e087e,0.4289685
c3e46df5,0.0013640225
f6983f34,0.32216287
8130a3aa,0.032333195
0f11be03,0.12492883
766073e1,0.816705
e67f6889,0.7606357
148a0930,0.7921591
b333ff97,0.48747423
1c148a28,0.90440863
ee0b02d7,0.59608155
fa1c5f6d,0.5257466
9b12ae1f,2.7487386e-05
3bb60b1b,0.509937
096e7594,0.5778282
ac98996a,0.0716151
1b7b9b9d,0.800781
61b2ac6f,0.6304066
2bd414a8,0.2645706
73d12826,0.5607747
29f7ec33,0.025795102
265f8aa8,0.75631046
0d6be675,0.14874351
a00ecdf6,0.89243734
c414328a,1.5122741e-07
d47de87e,0.8623103
376f984f,0.9252317
12a35aa5,0.5561395
8ecfd739,0.3550944
2cbc30f4,0.071119666
aa4bdf31,0.15543148
69d18f51,0.7254892
50cd4394,3.00128e-08
bda732e1,0.7653295
8e77e385,0.10448408
49dfd51a,0.6364001
b0a3e728,0.055001736
518061ec,0.042809248
bb306c8c,0.9920494
1b2cf099,0.038815618
e7c405e4,6.8810505e-07
1fc79c9d,0.0656496
3427cd60,0.8405353
8fc604cd,0.98118186
0981acfd,2.7570438e-06
512e9c5c,0.7209011
ae9f2426,0.00046518445
a8cd44c8,0.7195052
acac91c3,0.9034242
35988937,0.68635
2a2dd539,0.4325292
3f971e0a,5.0778925e-07
7e09131c,0.7443116
82726c59,0.59814936
ec4c3dbd,0.54426557
2a851255,3.3187937e-09
2cebdab4,0.7676786
013b617b,0.61571807
21a8603a,0.5528628
fe2f2579,0.7326167
df069a3d,0.9202615
595f7f57,0.66924113
081bdb0a,3.966443e-09
6f8e7b3a,0.8123119
d1824fe1,2.6548286e-10
3ddc6778,0.5819392
57e4244d,0.4366041
18e2e176,0.9734124
7394cdbc,0.55054474
19821b41,0.67827916
12e9563c,0.65101165
b96c9ed9,0.8711964
096d9c1b,0.24830404
97454a30,0.6371717
43b6c5d3,0.8725139
2c58bcc5,0.98720485
0c71dc02,0.7467938
f7cd79b0,0.6163197
922ec513,0.00019317865
561b6b2c,0.31876948
32913f04,0.5200906
77aad507,0.023198634
d62d5a9c,0.12040132
be70bb3d,0.5941834
84920252,0.6278547
b9623d93,0.976172
ba925eca,0.020639956
181ecadf,0.32729602
6fbcc9e2,0.12162489
57d5b182,0.794906
d3013a36,0.7935136
21cafb54,0.24843487
d1a6cc74,7.2540466e-08
c4017d47,0.0066790283
22e05854,0.0045601428
7eb53ec8,0.60717523
c77a806d,0.8386686
c114c951,0.7887237
71495521,0.96549463
98bb1260,0.20267937
546ec108,0.6736623
78f39102,0.0026504397
26b6379a,0.41130066
8cb14c23,0.6323876
75892ee1,0.76206267
3d31d65f,6.0439497e-06
30784a7a,0.9111649
efba2a23,0.9783756
9fcb2c5a,9.2215934e-08
9910ee7e,0.10264838
dc97b587,0.12789315
7732ca72,0.082942516
c4bac1f1,0.60339725
a80ddf30,2.345659e-10
fe79c536,3.0554693e-05
84e34259,0.98322654
7db3b563,0.055587053
5e946e6e,0.7066874
76881bf4,0.77664435
7c606237,0.00012282227
7aa06d7d,0.5396281
0d035cbc,0.4481105
0838e69f,0.006508231
f6715e39,0.60994685
499004bb,0.71771467
4cefc9ec,1.3848882e-10
ded95f0a,0.80150867
073112c9,0.000900507
96cb4df4,7.301855e-08
0962de0b,0.925362
cea18b7b,0.51919204
75463cb0,0.27463895
4a59c201,0.33214766
29d46646,0.4415561
e6134ca4,0.05031869
445ae936,0.70442706
420d8dda,0.85619086
bae1b5b1,0.021357536
9f49327e,0.45709497
18b52f62,0.5656591
b02bb341,8.683469e-05
e5be8689,1.473546e-05
b5b85b95,0.05686137
b94f72e3,0.18217978
a79114fd,0.066572845
502ffafa,0.9131138
b8e274d7,0.7267553
e37f8f63,6.1535866e-05
c8a5c9d9,0.52327305
d574bf84,0.6227697
88bc1b71,0.9340085
3261e3ee,0.13362247
e65424cf,0.90163136
706d2090,9.267831e-07
94d4c49c,0.14150634
51ba3d48,0.28524095
fdd4c395,0.6972221
12eed563,0.029123545
f93627e8,0.90724224
df51a7cd,0.79565346
c84092af,0.5038337
514a25a2,0.0017813146
5d421481,0.29881197
d3859efd,0.841625
eb024725,0.038564384
0d8537a5,0.656093
fe708ff7,0.54158694
1790bbf0,0.016645819
8a30487e,0.66850686
70a01d16,0.06277862
89bb7fca,0.5464944
398c1300,0.0026757717
41b43c73,0.35235223
72d2839a,0.060765833
beeb98cf,2.1739874e-05
c409f194,0.17793453
0c654278,0.24567193
fb155295,0.4920475
103d1e1d,0.8134528
6c755ff3,8.77609e-12
3722a062,0.7022823
90611922,0.28495085
77b432f1,0.95445466
ccf53246,0.6397632
4c52089f,0.38330817
81e05676,0.12885275
732c51d0,0.049329072
b60c6094,0.71851104
2e9db48a,0.78924537
68cdc732,2.033255e-05
e1f9dbd9,0.055288196
31fd12b9,0.6170297
72bd3e45,0.4991741
84e2f1ab,0.67890584
b4b6d3d0,0.022684127
874d507a,0.8096647
44775bac,0.9935421
83dfaf91,0.2401447
a9a1cc1e,3.0085228e-09
227de452,2.376314e-16
14519bcf,0.9599849
970a9821,0.58635616
e84230ac,1.3839321e-14
550e4ebc,0.029880464
5e98d635,0.0002014637
667d386b,0.72742283
503fefff,0.84648323
08bcb429,0.46077517
90c293d2,0.013356119
bbc84c36,0.56510985
3facaac6,0.014693797
e8d1bc63,0.2703541
0ba50202,0.6890514
9d947517,3.6709234e-12
e084ed8f,5.8537447e-05
7051b370,0.99997544
910f551e,0.61295223
8d238915,0.4751661
e7238f30,3.9432067e-07
a658f1ba,0.024993002
0b4e7093,0.64892256
4d59af79,0.55266315
99a7b417,0.6308389
e5798365,0.3713011
078c699f,0.85184896
b2cd6017,0.607156
89b3960f,0.9779011
104d981d,0.7381322
05e410e9,0.5516722
44556da6,0.5349763
207e5145,0.8556294
390ddfc0,0.18838137
2e82728f,0.00342232
4245d2cc,0.967071
d43a187c,0.49391925
52b60236,5.081436e-06
cc22996f,0.4092013
bf08f16a,4.8186547e-07
47dea2c3,0.56078553
22ac0bab,0.6599656
49c670ad,1.1926519e-05
1040e727,0.8765442
f39933c4,0.015787452
30474ea4,0.87546766
73978670,0.6507986
527ad437,0.8735957
78f83e41,0.6721006
12921cf8,0.3873167
b960192b,0.0068334937
9dfaf61b,6.9611026e-08
cec954d2,1.077633e-06
00bb437f,0.89048266
06458d98,0.1231446
37ba4455,0.00020670891
2feeeaf3,0.8764299
06c83a48,7.073945e-07
dfe4fd55,1.8254977e-07
0b7fb9da,0.00021645427
52d1ae5f,3.9052416e-08
0ef51267,0.7668123
0d9822ce,0.74809265
bcad7099,0.0367918
a26a7454,0.05828795
93b7cc9d,0.554398
dcd0ddc6,0.38206953
16655d5c,0.7411136
2a6150ae,0.8789027
601fa9bc,0.15910962
3644a31b,0.74943584
396254ec,0.17513567
b01bf536,0.45427698
ff13313c,0.40082306
18c308c7,0.56676364
50b69cc6,0.99603087
76bd6e6a,0.011991203
74c587bb,0.99602306
11b26a63,0.6923748
bf2bc384,0.7135718
075634d5,7.758391e-07
7b1e388b,2.7206374e-07
8eb02fc2,0.8243575
5b09ed4a,0.99990666
371b935e,0.66534233
7a1cbaab,0.48416662
c5c72595,0.47736964
c5ea95c0,0.30419236
a5b61d35,0.009025216
2c252c46,0.87050486
7d8e52d9,0.119155675
13fe65d5,0.60530543
a3d2abc6,0.41467327
9248daa9,0.5852416
605470fc,0.46636522
38717ccd,0.6823857
1144cbd0,0.76391053
6d32e09b,0.4411111
89b138f7,2.0034394e-09
a83f69a4,0.1863499
68b7f89d,0.5919898
a0998397,0.6410754
7e20006f,9.4650727e-07
93b12419,0.15844119
475c5a35,0.14859971
67f42c90,0.21684578
45a114e0,0.026369393
41a59ee9,0.09978148
6c2c6a39,0.20106697
9f840a7d,6.2281735e-10
2ad5ee96,3.4638293e-07
cb8b875e,0.3327332
2283d088,0.031683624
545f8210,3.5711714e-08
7eeed38a,0.5042963
be77b9e7,0.0052520335
16ec40a3,0.90700006
